model,component,layer,group,effect,n_items,estimate,ci_low,ci_high,positive_rate
gemma3_12b,attention,16,true_friend,language_main,20,-0.03924614191055298,-0.30318266183137893,0.24235544145107266,0.35
gemma3_12b,attention,16,translation_control,language_main,16,-0.13336247950791957,-0.3751849288120794,0.15862755142152307,0.25
gemma3_12b,attention,20,false_friend,semantic_main,20,0.03407073616981506,-0.05328452348709106,0.12243794009089469,0.45
gemma3_12b,attention,20,false_friend,language_main,20,-0.18038788437843323,-0.2623208878934383,-0.097603052854538,0.15
gemma3_12b,attention,20,monolingual_polysemy,semantic_main,20,0.01740880012512207,-0.09937691688537598,0.1401386135816574,0.4
gemma3_12b,attention,20,true_friend,language_main,20,-0.04002444744110108,-0.24907226681709288,0.15447152525186533,0.5
gemma3_12b,attention,20,translation_control,language_main,16,-0.07474673539399923,-0.4376144899055344,0.26190694030374273,0.5
gemma3_12b,attention,24,false_friend,semantic_main,20,0.0321118950843811,-0.06152371495962143,0.11702740371227253,0.6
gemma3_12b,attention,24,false_friend,language_main,20,-0.13559465408325194,-0.28188165694475176,-0.0007735094428063975,0.35
gemma3_12b,attention,24,monolingual_polysemy,semantic_main,20,-0.0019307851791381836,-0.09445183992385864,0.0834882795810699,0.45
gemma3_12b,attention,24,true_friend,language_main,20,-0.030898118019104005,-0.2506741115450859,0.2028988936543463,0.4
gemma3_12b,attention,24,translation_control,language_main,16,0.029127836227416992,-0.2404009833931923,0.31185360327363,0.5
gemma3_12b,attention,28,false_friend,semantic_main,20,0.03031700849533081,-0.027548290342092514,0.09113646194338791,0.5
gemma3_12b,attention,28,false_friend,language_main,20,0.026565051078796385,-0.054057359993457794,0.11216739818453786,0.5
gemma3_12b,attention,28,monolingual_polysemy,semantic_main,20,-0.03710992336273193,-0.07880658268928528,0.00030549764633176784,0.35
gemma3_12b,attention,28,true_friend,language_main,20,0.00985867977142334,-0.1376256275177002,0.17214449584484096,0.5
gemma3_12b,attention,28,translation_control,language_main,16,0.18185209482908116,0.006986843980847425,0.35280507821589707,0.75
gemma3_12b,attention,32,false_friend,semantic_main,20,0.05611167550086975,0.0005810375511646271,0.1211464551091194,0.55
gemma3_12b,attention,32,false_friend,language_main,20,-0.002649492025375366,-0.07515172824263572,0.0626814220845699,0.45
gemma3_12b,attention,32,monolingual_polysemy,semantic_main,20,0.018250811100006103,-0.02498449057340622,0.06509788244962691,0.5
gemma3_12b,attention,32,true_friend,language_main,20,-0.09746614694595337,-0.27096826285123826,0.06893072336912136,0.45
gemma3_12b,attention,32,translation_control,language_main,16,-0.059908196330070496,-0.25429328382015226,0.14042774066328997,0.3125
gemma3_12b,attention,36,false_friend,semantic_main,20,0.03635393977165222,-0.03712719053030014,0.1078165917098522,0.6
gemma3_12b,attention,36,false_friend,language_main,20,0.024200814962387084,-0.03318380326032638,0.08676763698458669,0.45
gemma3_12b,attention,36,monolingual_polysemy,semantic_main,20,0.0025540590286254883,-0.04427805483341217,0.04620360136032102,0.4
gemma3_12b,attention,36,true_friend,language_main,20,-0.01628565788269043,-0.11224473655223846,0.08013700127601621,0.5
gemma3_12b,attention,36,translation_control,language_main,16,0.039424121379852295,-0.03401236608624458,0.11095867604017255,0.6875
gemma3_12b,attention,40,false_friend,semantic_main,20,-0.033369380235672,-0.08698499694466591,0.021437498927116393,0.3
gemma3_12b,attention,40,false_friend,language_main,20,-0.02793617844581604,-0.07216720432043075,0.011604236811399424,0.4
gemma3_12b,attention,40,monolingual_polysemy,semantic_main,20,-0.049631166458129886,-0.09612441837787628,-0.0102578753232956,0.35
gemma3_12b,attention,40,true_friend,language_main,20,-0.0729569673538208,-0.1565093779563904,0.00986001491546629,0.15
gemma3_12b,attention,40,translation_control,language_main,16,0.017404176294801843,-0.14811137169599534,0.2144257145002484,0.375
gemma3_12b,attention,44,false_friend,semantic_main,20,0.022553324699401855,-0.017961218059062957,0.07064103364944453,0.4
gemma3_12b,attention,44,false_friend,language_main,20,-0.042669713497161865,-0.11245195806026459,0.01071327537298201,0.45
gemma3_12b,attention,44,monolingual_polysemy,semantic_main,20,0.0005242586135864258,-0.025560441613197326,0.02478902459144591,0.5
gemma3_12b,attention,44,true_friend,language_main,20,-0.11634016036987305,-0.19384490191936493,-0.0482127004861832,0.1
gemma3_12b,attention,44,translation_control,language_main,16,-0.07405722141265869,-0.19916994571685792,0.05016013681888578,0.3125
gemma3_12b,attention,47,false_friend,semantic_main,20,0.0,0.0,0.0,0.0
gemma3_12b,attention,47,false_friend,language_main,20,0.0,0.0,0.0,0.0
gemma3_12b,attention,47,monolingual_polysemy,semantic_main,20,0.0,0.0,0.0,0.0
gemma3_12b,attention,47,true_friend,language_main,20,0.0,0.0,0.0,0.0
gemma3_12b,attention,47,translation_control,language_main,16,0.0,0.0,0.0,0.0
gemma3_12b,mlp,0,false_friend,semantic_main,20,0.30779641270637514,-0.8150883547961713,1.7088318745791913,0.5
gemma3_12b,mlp,0,false_friend,language_main,20,2.319407969713211,0.6389127390086651,5.018083709031344,0.8
gemma3_12b,mlp,0,monolingual_polysemy,semantic_main,20,0.021257054805755616,-0.07267997056245803,0.11507337450981138,0.4
gemma3_12b,mlp,0,true_friend,language_main,20,-0.15875587463378907,-1.6422515779733657,1.0561632621288297,0.45
gemma3_12b,mlp,0,translation_control,language_main,16,0.23227704688906492,-0.34750983016565623,0.7666388263925902,0.625
gemma3_12b,mlp,4,false_friend,semantic_main,20,0.016474783420562744,-0.5420947295427323,0.4297023034095756,0.6
gemma3_12b,mlp,4,false_friend,language_main,20,2.170743203163147,0.5276897338032722,4.653378393352028,0.7
gemma3_12b,mlp,4,monolingual_polysemy,semantic_main,20,0.22462570667266846,0.01281453907489777,0.5189301162958142,0.55
gemma3_12b,mlp,4,true_friend,language_main,20,-0.17248551845550536,-0.8942638933658599,0.34976574122905696,0.4
gemma3_12b,mlp,4,translation_control,language_main,16,0.22259320318698883,-0.1337326094508171,0.597210279107093,0.625
gemma3_12b,mlp,8,false_friend,semantic_main,20,1.0254880487918854,0.5031170773506164,1.6146136353909966,0.75
gemma3_12b,mlp,8,false_friend,language_main,20,2.284433978796005,0.9226122869551182,4.256687456369399,0.85
gemma3_12b,mlp,8,monolingual_polysemy,semantic_main,20,0.23391292095184327,0.0036403113603591937,0.4633675467967987,0.55
gemma3_12b,mlp,8,true_friend,language_main,20,-0.18886637687683105,-0.9414206629991532,0.5424755805730819,0.55
gemma3_12b,mlp,8,translation_control,language_main,16,0.1754809319972992,-0.22592159360647202,0.5801991865038869,0.5
gemma3_12b,mlp,12,false_friend,semantic_main,20,0.7872052967548371,0.2757633310556412,1.4720492413640018,0.7
gemma3_12b,mlp,12,false_friend,language_main,20,1.2618989527225495,0.7698386412858963,1.865835823714732,0.95
gemma3_12b,mlp,12,monolingual_polysemy,semantic_main,20,0.10796247720718384,-0.0691733780503273,0.285295129418373,0.45
gemma3_12b,mlp,12,true_friend,language_main,20,-0.25577421188354493,-0.7860473102331161,0.21816444814205158,0.45
gemma3_12b,mlp,12,translation_control,language_main,16,0.12650732696056366,-0.25261414162814616,0.5600541986525058,0.4375
gemma3_12b,mlp,16,false_friend,semantic_main,20,0.44985952973365784,0.19588776543736458,0.7201856084167955,0.7
gemma3_12b,mlp,16,false_friend,language_main,20,0.5848630845546723,0.28593101918697356,0.9767505037784575,0.8
gemma3_12b,mlp,16,monolingual_polysemy,semantic_main,20,-0.008223938941955566,-0.28386423945426936,0.24796742200851435,0.4
gemma3_12b,mlp,16,true_friend,language_main,20,0.11646753549575806,-0.3174194821715355,0.5392377707362166,0.55
gemma3_12b,mlp,16,translation_control,language_main,16,-0.021808668971068812,-0.40239031128585356,0.3119461961090489,0.4375
gemma3_12b,mlp,20,false_friend,semantic_main,20,0.11967813968658447,-0.03385222911834716,0.2896251389384269,0.55
gemma3_12b,mlp,20,false_friend,language_main,20,0.4493102550506592,0.19776182532310485,0.750224902331829,0.8
gemma3_12b,mlp,20,monolingual_polysemy,semantic_main,20,0.10879256725311279,-0.02281451165676117,0.23822658240795125,0.55
gemma3_12b,mlp,20,true_friend,language_main,20,0.05996972322463989,-0.23662690252065657,0.36286398977041234,0.55
gemma3_12b,mlp,20,translation_control,language_main,16,-0.2948564141988754,-0.6693184420466423,0.09030860103666734,0.25
gemma3_12b,mlp,24,false_friend,semantic_main,20,0.11075809001922607,-0.05924919694662093,0.2788876678049564,0.6
gemma3_12b,mlp,24,false_friend,language_main,20,0.14218212366104127,-0.04394701853394508,0.3149639281630516,0.75
gemma3_12b,mlp,24,monolingual_polysemy,semantic_main,20,0.05072671175003052,-0.09231746673583983,0.2029131683707237,0.45
gemma3_12b,mlp,24,true_friend,language_main,20,0.36608041524887086,0.1127382281422615,0.6461490437388421,0.6
gemma3_12b,mlp,24,translation_control,language_main,16,0.32265253365039825,-0.03887373879551887,0.6766541484743356,0.5625
gemma3_12b,mlp,28,false_friend,semantic_main,20,0.062061202526092527,0.006293815970420839,0.1239850369095802,0.6
gemma3_12b,mlp,28,false_friend,language_main,20,0.1047934889793396,-0.008141629993915555,0.21354814648628226,0.6
gemma3_12b,mlp,28,monolingual_polysemy,semantic_main,20,0.019286537170410158,-0.04110970973968506,0.07311795711517327,0.6
gemma3_12b,mlp,28,true_friend,language_main,20,0.07730777263641357,-0.0736213955283165,0.2283955445885656,0.55
gemma3_12b,mlp,28,translation_control,language_main,16,0.21603352576494084,-0.029844099096953895,0.4475085802376253,0.6875
gemma3_12b,mlp,32,false_friend,semantic_main,20,-0.024507021903991698,-0.08598198935389519,0.04322837218642233,0.3
gemma3_12b,mlp,32,false_friend,language_main,20,-0.0024836063385009766,-0.08846532076597213,0.07504964023828505,0.55
gemma3_12b,mlp,32,monolingual_polysemy,semantic_main,20,-0.03356434106826782,-0.10801302254199982,0.03365171164274215,0.35
gemma3_12b,mlp,32,true_friend,language_main,20,-0.026149725914001463,-0.1597864782810211,0.08992776870727537,0.5
gemma3_12b,mlp,32,translation_control,language_main,16,0.022564828395843506,-0.15223357677459717,0.20515586733818053,0.5
gemma3_12b,mlp,36,false_friend,semantic_main,20,-0.014542853832244873,-0.0756287994980812,0.046376776397228224,0.45
gemma3_12b,mlp,36,false_friend,language_main,20,-0.029957103729248046,-0.11138193577528,0.043567711114883355,0.5
gemma3_12b,mlp,36,monolingual_polysemy,semantic_main,20,-0.018792223930358887,-0.07063024878501892,0.02755351305007934,0.3
gemma3_12b,mlp,36,true_friend,language_main,20,0.1690799593925476,0.05179291933774949,0.2920938053727146,0.65
gemma3_12b,mlp,36,translation_control,language_main,16,-0.0625076815485972,-0.24625411126762803,0.09682121463119635,0.4375
gemma3_12b,mlp,40,false_friend,semantic_main,20,0.02830162048339844,-0.010079943537712096,0.06281971842050549,0.7
gemma3_12b,mlp,40,false_friend,language_main,20,0.02279796600341797,-0.046300676167011265,0.0930245018005371,0.55
gemma3_12b,mlp,40,monolingual_polysemy,semantic_main,20,0.015816307067871092,-0.024037612080574033,0.05672045171260832,0.45
gemma3_12b,mlp,40,true_friend,language_main,20,0.024186527729034422,-0.0993795046210289,0.1585718274116515,0.4
gemma3_12b,mlp,40,translation_control,language_main,16,-0.014428317546844482,-0.16873509660363195,0.13093068823218332,0.4375
gemma3_12b,mlp,44,false_friend,semantic_main,20,-0.007498341798782349,-0.053221248537302014,0.04003686040639877,0.4
gemma3_12b,mlp,44,false_friend,language_main,20,-0.011338371038436889,-0.06640519142150879,0.04220190599560733,0.4
gemma3_12b,mlp,44,monolingual_polysemy,semantic_main,20,0.003277719020843506,-0.04047985672950745,0.03842970222234724,0.5
gemma3_12b,mlp,44,true_friend,language_main,20,0.025798273086547852,-0.044805499911308284,0.09557857096195212,0.55
gemma3_12b,mlp,44,translation_control,language_main,16,-0.032980531454086304,-0.16151250526309013,0.09592612534761429,0.4375
gemma3_12b,mlp,47,false_friend,semantic_main,20,0.0,0.0,0.0,0.0
gemma3_12b,mlp,47,false_friend,language_main,20,0.0,0.0,0.0,0.0
gemma3_12b,mlp,47,monolingual_polysemy,semantic_main,20,0.0,0.0,0.0,0.0
gemma3_12b,mlp,47,true_friend,language_main,20,0.0,0.0,0.0,0.0
gemma3_12b,mlp,47,translation_control,language_main,16,0.0,0.0,0.0,0.0
gemma3_12b,residual,0,false_friend,semantic_main,20,0.0019068002700805664,-0.9617486348748207,0.8305178943276404,0.45
gemma3_12b,residual,0,false_friend,language_main,20,1.0259397983551026,-0.302427584528923,2.5144702029228205,0.7
gemma3_12b,residual,0,monolingual_polysemy,semantic_main,20,0.15444408655166625,-0.08225948065519333,0.4981104889512062,0.4
gemma3_12b,residual,0,true_friend,language_main,20,-1.9149333834648132,-6.726358316838741,2.2150922074913955,0.55
gemma3_12b,residual,0,translation_control,language_main,16,3.611407775431795,1.561538290884193,5.97525674495845,0.875
gemma3_12b,residual,4,false_friend,semantic_main,20,0.7111776202917099,0.08015422426164151,1.5297094918042413,0.55
gemma3_12b,residual,4,false_friend,language_main,20,7.20692842900753,4.138730668202043,10.802698912024493,0.8
gemma3_12b,residual,4,monolingual_polysemy,semantic_main,20,0.27287288308143615,-0.20494859859347342,0.820812144577503,0.35
gemma3_12b,residual,4,true_friend,language_main,20,-3.562102973461151,-7.75335982978344,-0.03586212068796587,0.3
gemma3_12b,residual,4,translation_control,language_main,16,2.49190210178487,1.043221984337939,4.150314924213966,0.75
gemma3_12b,residual,8,false_friend,semantic_main,20,2.4501675933599474,0.8246183191984892,4.017560839653015,0.7
gemma3_12b,residual,8,false_friend,language_main,20,12.019195184111595,7.086908349841833,17.438414625599968,0.95
gemma3_12b,residual,8,monolingual_polysemy,semantic_main,20,0.8555493295192719,-0.01620330244302748,1.794703665971756,0.55
gemma3_12b,residual,8,true_friend,language_main,20,-3.4604486227035522,-6.425109544694424,-0.7549751660227795,0.3
gemma3_12b,residual,8,translation_control,language_main,16,-0.5688251182442277,-2.1430191602567663,0.7645904963824902,0.5
gemma3_12b,residual,12,false_friend,semantic_main,20,2.482829049229622,0.24697707757353785,5.079807210713622,0.65
gemma3_12b,residual,12,false_friend,language_main,20,10.906651321053506,6.4327509706467385,15.986790582463145,0.95
gemma3_12b,residual,12,monolingual_polysemy,semantic_main,20,0.777079439163208,-0.07566411137580872,1.733700462281703,0.45
gemma3_12b,residual,12,true_friend,language_main,20,-0.825579833984375,-2.6678558707237245,0.9060171407461153,0.5
gemma3_12b,residual,12,translation_control,language_main,16,1.566126611079369,-0.12994645806478075,3.567163056960346,0.625
gemma3_12b,residual,16,false_friend,semantic_main,20,5.895848101377487,2.8399031506478787,9.321483314335342,0.7
gemma3_12b,residual,16,false_friend,language_main,20,9.610560113191605,5.834508888721466,13.633961666673416,0.9
gemma3_12b,residual,16,monolingual_polysemy,semantic_main,20,0.6144796252250672,-0.05890813052654266,1.3641213971376418,0.5
gemma3_12b,residual,16,true_friend,language_main,20,-0.7346573591232299,-2.154944912791252,0.6445545202493668,0.4
gemma3_12b,residual,16,translation_control,language_main,16,-0.2381025105731709,-1.9030369043366135,1.3982591561968567,0.5
gemma3_12b,residual,20,false_friend,semantic_main,20,4.664687842130661,2.261056638509035,7.180136527717113,0.7
gemma3_12b,residual,20,false_friend,language_main,20,6.932375341653824,4.144372337460518,10.062210585325952,0.9
gemma3_12b,residual,20,monolingual_polysemy,semantic_main,20,0.6611715197563172,0.16937434196472168,1.239852806031703,0.55
gemma3_12b,residual,20,true_friend,language_main,20,-0.3041184782981873,-1.8917146024107934,1.2116593843698487,0.4
gemma3_12b,residual,20,translation_control,language_main,16,-0.15664247423431021,-1.1276817997919402,0.5497047249219515,0.5625
gemma3_12b,residual,24,false_friend,semantic_main,20,3.3889768779277802,1.4604328343272208,5.566654488295315,0.75
gemma3_12b,residual,24,false_friend,language_main,20,4.99886571764946,2.909854516237974,7.649925193339586,0.95
gemma3_12b,residual,24,monolingual_polysemy,semantic_main,20,0.6820270955562592,0.24199015483260153,1.1657735709846015,0.7
gemma3_12b,residual,24,true_friend,language_main,20,0.2881437301635742,-0.6503314185142517,1.3117435896396634,0.5
gemma3_12b,residual,24,translation_control,language_main,16,0.45933794230223146,-0.16616537477821114,1.0461335066705908,0.6875
gemma3_12b,residual,28,false_friend,semantic_main,20,0.3162653148174286,0.023160558044910438,0.6731572027504444,0.55
gemma3_12b,residual,28,false_friend,language_main,20,0.6140506088733673,0.19262475967407228,1.0833832009136675,0.75
gemma3_12b,residual,28,monolingual_polysemy,semantic_main,20,0.062467408180236814,-0.062497063875198364,0.1893149757385254,0.55
gemma3_12b,residual,28,true_friend,language_main,20,0.2977167844772339,0.0749690979719162,0.5278124397993087,0.75
gemma3_12b,residual,28,translation_control,language_main,16,0.5827536731958443,0.33125778026879354,0.8336057458072946,0.8125
gemma3_12b,residual,32,false_friend,semantic_main,20,0.1982797384262085,0.017613877058029175,0.44177677333354937,0.6
gemma3_12b,residual,32,false_friend,language_main,20,0.2713340878486633,0.018994016945362093,0.5830967810750007,0.65
gemma3_12b,residual,32,monolingual_polysemy,semantic_main,20,-0.03604323863983154,-0.10378117084503174,0.03973356902599323,0.25
gemma3_12b,residual,32,true_friend,language_main,20,0.19415398836135864,-0.013454446494579313,0.41051053673028937,0.5
gemma3_12b,residual,32,translation_control,language_main,16,0.3962764516472852,0.1194395180791652,0.6711606996133924,0.6875
gemma3_12b,residual,36,false_friend,semantic_main,20,0.035048627853393556,-0.0889810460805893,0.19834736913442608,0.45
gemma3_12b,residual,36,false_friend,language_main,20,0.15423238277435303,0.010529287457466128,0.31013386577367774,0.65
gemma3_12b,residual,36,monolingual_polysemy,semantic_main,20,-0.001895308494567871,-0.07352872014045715,0.08320372164249415,0.3
gemma3_12b,residual,36,true_friend,language_main,20,0.20435454845428466,-0.023217611312866208,0.4347368085384367,0.65
gemma3_12b,residual,36,translation_control,language_main,16,0.4822937548160553,0.17581948041915893,0.8000288747251033,0.6875
gemma3_12b,residual,40,false_friend,semantic_main,20,0.004461604356765747,-0.059876418113708495,0.06627832978963842,0.55
gemma3_12b,residual,40,false_friend,language_main,20,0.007513469457626343,-0.07970139607787131,0.0911301684379575,0.55
gemma3_12b,residual,40,monolingual_polysemy,semantic_main,20,0.01708543300628662,-0.03734546303749084,0.08124556601047499,0.35
gemma3_12b,residual,40,true_friend,language_main,20,0.17676206827163696,-0.02128341287374496,0.37150515705347015,0.6
gemma3_12b,residual,40,translation_control,language_main,16,0.12417489290237427,-0.04766953811049461,0.2741555035114287,0.75
gemma3_12b,residual,44,false_friend,semantic_main,20,0.010929477214813233,-0.07049834072589874,0.08520011842250821,0.5
gemma3_12b,residual,44,false_friend,language_main,20,-0.008607852458953857,-0.09393770217895507,0.07257446438074111,0.55
gemma3_12b,residual,44,monolingual_polysemy,semantic_main,20,0.023686981201171874,-0.021716715693473818,0.0790646755695343,0.45
gemma3_12b,residual,44,true_friend,language_main,20,0.02410273551940918,-0.09464818358421326,0.15021709561347948,0.4
gemma3_12b,residual,44,translation_control,language_main,16,-0.05429556965827942,-0.13628330901265145,0.03271848410367943,0.375
gemma3_12b,residual,47,false_friend,semantic_main,20,0.0,0.0,0.0,0.0
gemma3_12b,residual,47,false_friend,language_main,20,0.0,0.0,0.0,0.0
gemma3_12b,residual,47,monolingual_polysemy,semantic_main,20,0.0,0.0,0.0,0.0
gemma3_12b,residual,47,true_friend,language_main,20,0.0,0.0,0.0,0.0
gemma3_12b,residual,47,translation_control,language_main,16,0.0,0.0,0.0,0.0
qwen3_8b,attention,0,false_friend,semantic_main,20,-0.04885023757815361,-0.4113867555372417,0.29701642632484426,0.45
qwen3_8b,attention,0,false_friend,language_main,20,1.0585297107696534,0.14280220314860342,2.543947663009166,0.65
qwen3_8b,attention,0,monolingual_polysemy,semantic_main,20,0.13414509296417237,0.00197590708732605,0.32068894952535615,0.5
qwen3_8b,attention,0,true_friend,language_main,20,0.06335416385700228,-0.5047313704628686,0.6443324545025821,0.55
qwen3_8b,attention,0,translation_control,language_main,16,0.29740731688798405,-0.2275279689034505,0.8573923666706831,0.5
qwen3_8b,attention,4,false_friend,semantic_main,20,0.10579796880483627,-0.045804666280746455,0.24927795529365537,0.65
qwen3_8b,attention,4,false_friend,language_main,20,0.7773487642407417,0.13894953817129135,1.6717277162522075,0.6
qwen3_8b,attention,4,monolingual_polysemy,semantic_main,20,0.008702290058135987,-0.12228527247905731,0.10362973123788814,0.55
qwen3_8b,attention,4,true_friend,language_main,20,-0.21111976504334962,-0.3168066346645355,-0.1021084015071415,0.25
qwen3_8b,attention,4,translation_control,language_main,16,-0.027284186830456747,-0.14232239938652355,0.07498400608665177,0.625
qwen3_8b,attention,8,false_friend,semantic_main,20,0.028294434398412706,-0.14845144689083098,0.20267086958512656,0.35
qwen3_8b,attention,8,false_friend,language_main,20,0.022741245478391646,-0.05712645439431071,0.11272957863286136,0.6
qwen3_8b,attention,8,monolingual_polysemy,semantic_main,20,0.005498957633972168,-0.04206913530826569,0.05336714923381796,0.4
qwen3_8b,attention,8,true_friend,language_main,20,0.02802023606077455,-0.1418693619798455,0.18339583725892217,0.5
qwen3_8b,attention,8,translation_control,language_main,16,0.11086647867750798,-0.0455043639323776,0.2842091415077446,0.5
qwen3_8b,attention,12,false_friend,semantic_main,20,-0.012426777184009552,-0.08989062871783972,0.061982034444808945,0.35
qwen3_8b,attention,12,false_friend,language_main,20,0.028305153548717498,-0.0726565932482481,0.1345160524919629,0.4
qwen3_8b,attention,12,monolingual_polysemy,semantic_main,20,-0.008401453495025635,-0.07822701901197433,0.06793942570686337,0.25
qwen3_8b,attention,12,true_friend,language_main,20,0.08866223695954431,-0.05547333460733284,0.23506093579611725,0.5
qwen3_8b,attention,12,translation_control,language_main,16,-0.06346021622266562,-0.18872376262988838,0.06902381888039598,0.4375
qwen3_8b,attention,16,false_friend,semantic_main,20,0.05428690761327744,-0.025227193236351014,0.14383126065135,0.6
qwen3_8b,attention,16,false_friend,language_main,20,-0.08386280536651611,-0.1875646921992302,0.00951583832502362,0.35
qwen3_8b,attention,16,monolingual_polysemy,semantic_main,20,-0.051863229274749754,-0.10656535595655442,-0.005148158967495038,0.35
qwen3_8b,attention,16,true_friend,language_main,20,0.011392441326643165,-0.08919961474836327,0.10585660278453358,0.5
qwen3_8b,attention,16,translation_control,language_main,16,-0.07800635324656469,-0.21615385377644997,0.06277757210618796,0.5
qwen3_8b,attention,20,false_friend,semantic_main,20,-0.03767652362585068,-0.09384421344846487,0.014917267523705926,0.35
qwen3_8b,attention,20,false_friend,language_main,20,-0.0454987034201622,-0.10366020109504462,0.010939532853662946,0.45
qwen3_8b,attention,20,monolingual_polysemy,semantic_main,20,-0.0018007755279541016,-0.02775082916021347,0.02325516879558559,0.45
qwen3_8b,attention,20,true_friend,language_main,20,-0.04213406450992352,-0.11372799031197416,0.025821539533211896,0.35
qwen3_8b,attention,20,translation_control,language_main,16,-0.006336063167964312,-0.12801786810159682,0.10801328861208499,0.4375
qwen3_8b,attention,24,false_friend,semantic_main,20,0.028540489822626115,-0.0022249749861657613,0.060380617883056396,0.65
qwen3_8b,attention,24,false_friend,language_main,20,0.12767329588532447,0.05957681015133858,0.2086034619808196,0.8
qwen3_8b,attention,24,monolingual_polysemy,semantic_main,20,-0.009435677528381347,-0.04140720635652542,0.020802520215511273,0.3
qwen3_8b,attention,24,true_friend,language_main,20,0.02657758288196419,-0.09012478344196324,0.1562899357112496,0.45
qwen3_8b,attention,24,translation_control,language_main,16,0.0680260580452341,-0.027606073157960508,0.16346623640974936,0.625
qwen3_8b,attention,28,false_friend,semantic_main,20,0.020392903685569765,-0.0030747121572494507,0.042287102267146104,0.6
qwen3_8b,attention,28,false_friend,language_main,20,0.011159540712833404,-0.010431170612573622,0.03363991413265465,0.6
qwen3_8b,attention,28,monolingual_polysemy,semantic_main,20,-0.023416996002197266,-0.051538169384002686,0.0030763399600982635,0.25
qwen3_8b,attention,28,true_friend,language_main,20,-0.04489844739400724,-0.10178417488897139,0.01211064644158787,0.3
qwen3_8b,attention,28,translation_control,language_main,16,0.02549181878566742,-0.04119979180395603,0.08762381970882414,0.6875
qwen3_8b,attention,32,false_friend,semantic_main,20,-0.02707710489630699,-0.04905073033645749,-0.0070481466315687035,0.2
qwen3_8b,attention,32,false_friend,language_main,20,0.008006063848733902,-0.01329636352136731,0.027878791820257893,0.55
qwen3_8b,attention,32,monolingual_polysemy,semantic_main,20,0.003221261501312256,-0.010387311279773711,0.017186622023582444,0.45
qwen3_8b,attention,32,true_friend,language_main,20,-0.028917646408081053,-0.08721453845500947,0.029789639115333545,0.25
qwen3_8b,attention,32,translation_control,language_main,16,0.06754006445407867,0.011982623115181924,0.13880703262984745,0.5
qwen3_8b,attention,35,false_friend,semantic_main,20,0.0,0.0,0.0,0.0
qwen3_8b,attention,35,false_friend,language_main,20,0.0,0.0,0.0,0.0
qwen3_8b,attention,35,monolingual_polysemy,semantic_main,20,0.0,0.0,0.0,0.0
qwen3_8b,attention,35,true_friend,language_main,20,0.0,0.0,0.0,0.0
qwen3_8b,attention,35,translation_control,language_main,16,0.0,0.0,0.0,0.0
